tmdb_id,nominee,year,festival,category,won,movie_title,,
30479,Mira Sorvino,1995,Golden Globes,Best Supporting Actress,FALSE,Mighty Aphrodite,,
30106,Lauren Bacall,1996,Golden Globes,Best Supporting Actress,TRUE,The Mirror Has Two Faces,,
30480,Joan Allen,1996,Golden Globes,Best Supporting Actress,FALSE,The Crucible,,
30481,Juliette Binoche,1996,Golden Globes,Best Supporting Actress,FALSE,The English Patient,,
30482,Barbara Hershey,1996,Golden Globes,Best Supporting Actress,FALSE,The Portrait of a Lady,,
30483,Marianne Jean-Baptiste,1996,Golden Globes,Best Supporting Actress,FALSE,Secrets & Lies,,
30108,Kim Basinger,1997,Golden Globes,Best Supporting Actress,TRUE,L.A. Confidential,,
30484,Joan Cusack,1997,Golden Globes,Best Supporting Actress,FALSE,In & Out,,
30485,Julianne Moore,1997,Golden Globes,Best Supporting Actress,FALSE,Boogie Nights,,
30486,Gloria Stuart,1997,Golden Globes,Best Supporting Actress,FALSE,Titanic,,
30487,Sigourney Weaver,1997,Golden Globes,Best Supporting Actress,FALSE,The Ice Storm,,
30110,Lynn Redgrave,1998,Golden Globes,Best Supporting Actress,TRUE,Gods and Monsters,,
30488,Kathy Bates,1998,Golden Globes,Best Supporting Actress,FALSE,Primary Colors,,
30489,Brenda Blethyn,1998,Golden Globes,Best Supporting Actress,FALSE,Little Voice,,
30490,Judi Dench,1998,Golden Globes,Best Supporting Actress,FALSE,Shakespeare in Love,,
30491,Rachel Griffiths,1998,Golden Globes,Best Supporting Actress,FALSE,Hilary and Jackie,,
30112,Angelina Jolie,1999,Golden Globes,Best Supporting Actress,TRUE,Girl, Interrupted,
30492,Cameron Diaz,1999,Golden Globes,Best Supporting Actress,FALSE,Being John Malkovich,,
30493,Catherine Keener,1999,Golden Globes,Best Supporting Actress,FALSE,Being John Malkovich,,
30494,Samantha Morton,1999,Golden Globes,Best Supporting Actress,FALSE,Sweet and Lowdown,,
30495,Natalie Portman,1999,Golden Globes,Best Supporting Actress,FALSE,Anywhere But Here,,
30470,Gig Young,1970,Golden Globes,Best Supporting Actor,TRUE,They Shoot Horses, Don't They?,
30523,Red Buttons,1970,Golden Globes,Best Supporting Actor,FALSE,They Shoot Horses, Don't They?,
3084,Jack Nicholson,1970,Golden Globes,Best Supporting Actor,FALSE,Easy Rider,,
30549,Anthony Quayle,1970,Golden Globes,Best Supporting Actor,FALSE,Anne of the Thousand Days,,
30469,Mitch Vogel,1970,Golden Globes,Best Supporting Actor,FALSE,The Reivers,,
30054,Goldie Hawn,1970,Golden Globes,Best Supporting Actress,TRUE,Cactus Flower,,
30780,Marianne McAndrew,1970,Golden Globes,Best Supporting Actress,FALSE,Hello, Dolly!,
30781,Siân Phillips,1970,Golden Globes,Best Supporting Actress,FALSE,Goodbye, Mr. Chips,
30437,Brenda Vaccaro,1970,Golden Globes,Best Supporting Actress,FALSE,Midnight Cowboy,,
30277,Susannah York,1970,Golden Globes,Best Supporting Actress,FALSE,They Shoot Horses, Don't They?,
30071,John Hurt,1978,Golden Globes,Best Supporting Actor,TRUE,Midnight Express,,
30782,Bruce Dern,1978,Golden Globes,Best Supporting Actor,FALSE,Coming Home,,
30783,Dudley Moore,1978,Golden Globes,Best Supporting Actor,FALSE,Foul Play,,
30073,Robert Duvall,1978,Golden Globes,Best Supporting Actor,FALSE,A Civil Action,,
30011,John Huston,1978,Golden Globes,Best Supporting Actor,FALSE,Minnie and Moskowitz,,
30072,Dyan Cannon,1978,Golden Globes,Best Supporting Actress,TRUE,Heaven Can Wait,,
30784,Carol Burnett,1978,Golden Globes,Best Supporting Actress,FALSE,A Wedding,,
30785,Maureen Stapleton,1978,Golden Globes,Best Supporting Actress,FALSE,Interiors,,
30074,Meryl Streep,1978,Golden Globes,Best Supporting Actress,FALSE,The Deer Hunter,,
30786,Mona Washbourne,1978,Golden Globes,Best Supporting Actress,FALSE,Stevie,,
30788,Katharine Ross,1977,Golden Globes,Best Supporting Actress,TRUE,Voyage of the Damned,,
30560,Lee Grant,1977,Golden Globes,Best Supporting Actress,FALSE,Voyage of the Damned,,
30789,Marthe Keller,1977,Golden Globes,Best Supporting Actress,FALSE,Marathon Man,,
30790,Piper Laurie,1977,Golden Globes,Best Supporting Actress,FALSE,Carrie,,
30791,Bernadette Peters,1977,Golden Globes,Best Supporting Actress,FALSE,Silent Movie,,
30060,Shelley Winters,1977,Golden Globes,Best Supporting Actress,FALSE,Next Stop, Greenwich Village,
