bucket,action,festival,category,year,nominee,movie_title,won,tmdb_id,source_file,review_required,notes
B,DROP,Oscar,Best Director,1996,,Joel Coen,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1997,,Scott Hicks,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1996,,Scott Hicks,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1990,,Tom Cruise,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1989,,Tom Cruise,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1997,,Tom Cruise,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1996,,Tom Cruise,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1997,,Ralph Fiennes,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1996,,Ralph Fiennes,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1997,,Woody Harrelson,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1996,,Woody Harrelson,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1997,,Billy Bob Thornton,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1996,,Billy Bob Thornton,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1996,,Chris Noonan,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1995,,Chris Noonan,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1996,,Tim Robbins,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1995,,Tim Robbins,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1996,,Mike Figgis,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1995,,Mike Figgis,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1996,,Michael Radford,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1995,,Michael Radford,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1996,,Richard Dreyfuss,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1995,,Richard Dreyfuss,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1994,,Anthony Hopkins,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1993,,Anthony Hopkins,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1995,,Anthony Hopkins,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1994,,Anthony Hopkins,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1996,,Anthony Hopkins,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1995,,Anthony Hopkins,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1996,,Massimo Troisi,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1995,,Massimo Troisi,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1995,,Robert Redford,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1994,,Robert Redford,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1995,,Nigel Hawthorne,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1994,,Nigel Hawthorne,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1994,,Jane Campion,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1993,,Jane Campion,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1990,,Jim Sheridan,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1989,,Jim Sheridan,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1994,,Jim Sheridan,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1993,,Jim Sheridan,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1994,,Laurence Fishburne,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1993,,Laurence Fishburne,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1994,,Liam Neeson,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1993,,Liam Neeson,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1993,,Martin Brest,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1992,,Martin Brest,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1993,,Neil Jordan,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1992,,Neil Jordan,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1993,,Robert Downey Jr.,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1992,,Robert Downey Jr.,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1993,,Stephen Rea,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1992,,Stephen Rea,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1992,,John Singleton,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1991,,John Singleton,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1992,,Barry Levinson,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1991,,Barry Levinson,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1992,,Oliver Stone,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1991,,Oliver Stone,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1991,,Barbet Schroeder,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1990,,Barbet Schroeder,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1991,,Kevin Costner,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1990,,Kevin Costner,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1990,,Kenneth Branagh,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1989,,Kenneth Branagh,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Golden Globe,Best Director,2010,,Invictus,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Golden Globe,Best Director,2009,,Invictus,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Golden Globe,Best Director,2010,,Inglourious Basterds,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Golden Globe,Best Director,2009,,Inglourious Basterds,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Golden Globe,Best Director,2010,,Up in the Air,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Golden Globe,Best Director,2009,,Up in the Air,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Golden Globe,Best Director,2010,,The Hurt Locker,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Golden Globe,Best Director,2009,,The Hurt Locker,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1990,,Kenneth Branagh,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1989,,Kenneth Branagh,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Director,2001,,Billy Elliot,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Director,2000,,Billy Elliot,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Director,2001,,Erin Brockovich,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Director,2000,,Erin Brockovich,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Director,2001,,Gladiator,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Director,2000,,Gladiator,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,2001,,Gladiator,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,2000,,Gladiator,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,2001,,Quills,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,2000,,Quills,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,2001,,Chocolat,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,2000,,Chocolat,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,2001,,Dancer in the Dark,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,2000,,Dancer in the Dark,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,2001,,Billy Elliot,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,2000,,Billy Elliot,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,2000,,Russell Crowe,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1999,,Russell Crowe,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,2001,,Russell Crowe,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,2000,,Russell Crowe,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,2000,,Ralph Fiennes,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1999,,Ralph Fiennes,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,2000,,Om Puri,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1999,,Om Puri,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,2000,,Jim Broadbent,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1999,,Jim Broadbent,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,2000,,Linda Bassett,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1999,,Linda Bassett,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,2000,,Julianne Moore,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1999,,Julianne Moore,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1999,,Emily Watson,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1998,,Emily Watson,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1993,,Daniel Day-Lewis,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1992,,Daniel Day-Lewis,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1976,,Dustin Hoffman,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1975,,Dustin Hoffman,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1980,,Dustin Hoffman,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1979,,Dustin Hoffman,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1989,,Robin Williams,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1988,,Robin Williams,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1973,,Stephane Audran,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1972,,Stephane Audran,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1986,,Mia Farrow,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1985,,Mia Farrow,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1980,,Meryl Streep,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1979,,Meryl Streep,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1981,,Meryl Streep,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1980,,Meryl Streep,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1984,,Meryl Streep,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1983,,Meryl Streep,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,2010,,Meryl Streep,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,2009,,Meryl Streep,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1964,,Tom Courtenay,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1963,,Tom Courtenay,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1982,,Sissy Spacek,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1981,,Sissy Spacek,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1962,,Paul Newman,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1961,,Paul Newman,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1963,,Paul Newman,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1962,,Paul Newman,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1976,,Liv Ullmann,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1975,,Liv Ullmann,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1975,,Gene Hackman,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1974,,Gene Hackman,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1966,,Julie Christie,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1965,,Julie Christie,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1973,,Marlon Brando,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1972,,Marlon Brando,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1960,,Laurence Olivier,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1959,,Laurence Olivier,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1970,,Jane Fonda,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1969,,Jane Fonda,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1971,,Jane Fonda,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1970,,Jane Fonda,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1997,,Miloš Forman,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1996,,Miloš Forman,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,1995,,Krzysztof Kieślowski,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,1994,,Krzysztof Kieślowski,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,1991,,Gérard Depardieu,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,1990,,Gérard Depardieu,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,2004,,Fernando Meirelles,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,2003,,Fernando Meirelles,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,2004,,Sofia Coppola,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,2003,,Sofia Coppola,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,2004,,Ben Kingsley,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,2003,,Ben Kingsley,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,2004,,Jude Law,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,2003,,Jude Law,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,2004,,Bill Murray,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,2003,,Bill Murray,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,2003,,Rob Marshall,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,2002,,Rob Marshall,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,2003,,Pedro Almodóvar,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,2002,,Pedro Almodóvar,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,2003,,Nicolas Cage,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,2002,,Nicolas Cage,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Director,2002,,Peter Jackson,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Director,2001,,Peter Jackson,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,Oscar,Best Actor,2002,,Tom Wilkinson,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,Oscar,Best Actor,2001,,Tom Wilkinson,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1969,,Nicol Williamson,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1968,,Nicol Williamson,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1958,,Joanne Woodward,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1957,,Joanne Woodward,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1967,,Rod Steiger,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1966,,Rod Steiger,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1967,,Sidney Poitier,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1966,,Sidney Poitier,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1964,,Edith Evans,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1963,,Edith Evans,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1966,,Simone Signoret,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1965,,Simone Signoret,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1967,,Simone Signoret,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1966,,Simone Signoret,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1966,,Oskar Werner,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1965,,Oskar Werner,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1965,,Rita Tushingham,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1964,,Rita Tushingham,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1961,,Hayley Mills,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1960,,Hayley Mills,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1962,,Hayley Mills,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1961,,Hayley Mills,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actress,1961,,Jean Simmons,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actress,1960,,Jean Simmons,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1959,,Laurence Harvey,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1958,,Laurence Harvey,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
B,KEEP,BAFTA,Best Actor,1958,,Michael Redgrave,false,0,awardssample.csv,TRUE,"Convention collision — ceremony year (later), proposed keep"
B,DROP,BAFTA,Best Actor,1957,,Michael Redgrave,false,0,awardssample.csv,TRUE,"Convention collision — film year (earlier), proposed drop"
